audit_id,sufficient,subject_points,object_points,pair_scale_m,center_dz_norm,bbox_gap_norm,xy_bbox_gap_norm,xy_overlap_ratio,local_object_points,support_gap_norm,surface_p02_norm,surface_p10_norm,subject_vertical_aspect
PV-0040,True,145,222,0.43525025283754837,-0.1972164276537208,0.0,0.0,1.0,222,-0.4912061477418538,0.0,0.0,0.24878730637063473
PV-0041,True,1334,824,1.0619888420601846,-0.3201540228430495,1.0046386155340945,1.0046386155340945,0.0,0,,1.0361462522461835,1.089308300836509,1.5601708027295524
PV-0042,True,179,625,0.7865405579029614,-0.1525668305267544,1.9292053812775287,1.9292053812775287,0.0,0,,2.301408320529018,2.355337006851231,0.19749854806639813
PV-0043,True,1800,1167,1.5605578467865917,0.10252743935731863,0.0,0.0,0.8684544049170124,1164,-0.5715590753887481,0.013012036573577948,0.03546331036272606,0.6838745178745808
PV-0044,True,124,1466,0.7905877665856114,0.2515735866480327,3.497363753142428,3.497363753142428,0.0,0,,3.684868995079789,3.739888349946588,0.7257788181818184
PV-0045,True,729,1800,2.27570834292565,-0.3857225389750564,0.0,0.0,0.627152416579299,519,-0.9843089106577941,0.0,0.012486016086777137,0.4671459203322613
PV-0046,True,1800,595,2.7450520264903773,0.2841476199623258,0.47897709727027793,0.47897709727027793,0.0,0,,0.766775312492252,0.7982420092432034,0.7960002040816326
PV-0047,True,1800,1800,3.6856682262007894,0.1899248540668471,0.0,0.0,0.536084934453013,1251,-0.19206123735387903,0.013519454681819355,0.04116616734594876,0.6256868914376496
PV-0048,True,1769,1800,3.8620588245176686,0.3366080267206589,0.0,0.0,0.6847965512803079,1800,-0.4974205177312185,0.02230764211444806,0.07249457113473486,0.8364902247191011
PV-0049,True,135,1800,2.5621035316369998,0.3007431161486607,0.23738121137181645,0.0,1.0,0,,0.33664930917010055,0.3735119400649154,0.8083906153846158
PV-0050,True,1800,1447,5.441763492640163,-0.2974357489422461,0.0,0.0,1.0,1447,-0.4667604542967148,0.013270907394519938,0.05487144777558162,0.049996428826512396
PV-0051,True,424,1800,1.677054976256719,1.027212300365456,1.0785689979536768,0.6143795717905348,0.0,0,,1.1774649680414433,1.271559619203321,0.06184378299795406
PV-0052,True,24,71,0.27356799045256647,4.788571929898864,4.139414749774684,0.7875358503880068,0.0,0,,4.227919015493871,4.288841912224753,1.8272724751047127
PV-0053,True,1800,475,4.8160023187062375,-0.14534876722983944,0.055130471795812104,0.0,1.0,475,-0.20658482578705892,0.10497894929415409,0.13467276323754027,0.018132784837861356
PV-0054,True,1800,1800,4.762270531714666,-0.22444965964903799,0.0012190403634859913,0.0,0.812576075917834,440,-0.533326274323505,0.017232061619634455,0.0579289631495333,0.9347565463579548
PV-0055,True,1800,407,1.2436648013143925,-1.1096237495356616,0.5621748736116393,0.32819808003621154,0.0,0,,0.6696976305859271,0.7618989654083409,1.7837177319704893
PV-0056,True,778,704,0.7963289441518382,0.28895722262749407,3.68613116845752,3.68613116845752,0.0,0,,3.861250010586438,3.9727010326236973,1.1256117321105255
PV-0057,True,948,1263,3.012144787135073,-0.2695521156445627,0.13759849850850292,0.0,0.2695632142857134,413,-0.32310742968158557,0.2504843067853895,0.26659562384588387,0.06643873824522961
PV-0058,True,1800,1800,3.1265509139010597,0.5949047532634743,0.28029929697976164,0.09890514772208366,0.0,0,,0.3913055513590407,0.4396692414398139,0.44023480117553715
PV-0059,True,1686,203,0.9193060942541146,0.6564179262725465,0.42742568819671584,0.0,0.16870346048040144,6,,0.4400419473726524,0.5105651543099586,0.6237325250690989
PV-0060,True,853,300,0.9084590618986483,-0.08806120534788085,1.033985719849163,1.033985719849163,0.0,0,,1.166628805106695,1.2166198888938442,0.672258041551477
PV-0061,True,155,247,0.5055201763467055,-2.3737924936491415,3.449804898324351,2.676990906711719,0.0,0,,3.7492200683374954,3.82805452362207,0.14667948978465165
PV-0062,True,157,1546,0.848285766066057,0.4243852890158791,1.1395769235527093,1.1395769235527093,0.0,0,,1.3548134837377517,1.441665593439882,0.3883809306346117
PV-0063,True,168,555,0.8522414574229065,0.13449592131625301,0.0,0.0,1.0,137,-0.2675298156574657,0.0,0.04743028832756483,0.4419889502762433
PV-0064,True,1800,1800,3.78621093159639,0.41292997887489663,0.2361785901935915,0.0,0.0913636363636359,87,0.24318358819269062,0.2538278102577208,0.29053008696015853,1.1884492272727274
PV-0065,True,657,1611,0.9051390395376482,0.3977289502217148,0.0,0.0,1.0,959,-0.09116172918820169,0.0,0.031041164957062658,0.8304751837820821
PV-0066,True,1800,1800,6.438174386640613,-0.205902934650347,0.0,0.0,0.9313989302251082,1800,-0.4323994711570087,0.009112291138684983,0.03826595216710672,0.02815265251246429
PV-0067,True,825,1800,3.5752265413810385,0.06430641452756457,0.0,0.0,1.0,61,-0.015742554869896196,0.013578031418507809,0.02918096771367184,0.9907029488764455
PV-0068,True,1800,120,1.4872381421705203,-0.12129866420499329,0.5821674252762197,0.5821674252762197,0.0,0,,0.6028373552328576,0.6595842616696265,1.8833333333333333
PV-0069,True,176,44,0.6362768244154442,-0.9788310309308866,0.13225007019467486,0.0526204231599472,0.0,7,,0.16079854365635304,0.39649539117611665,1.1219232970807098
PV-0070,True,949,1328,2.51567490641942,0.03491190367081447,0.1192522925893443,0.1192522925893443,0.0,0,,0.33635156401299243,0.3611650726757419,0.20109527375603264
PV-0071,True,1389,1360,1.1822144533512644,0.10150442642604474,0.1598448462411049,0.1598448462411049,0.0,0,,0.3828942701061959,0.40276574412130595,0.8209055
PV-0072,True,96,1800,1.4203830657181558,-0.408340548404629,0.5918528265910069,0.5918528265910069,0.0,0,,0.5996540144834971,0.662303179893807,2.7785218981289517
PV-0073,False,71,12,,,,,,,,,,
PV-0074,True,1800,1800,4.121686236234794,-0.3439578897434639,0.007567135927477071,0.0,1.0,63,-0.5832280727404359,0.05878239504298885,0.11015884043934986,3.6378185004505323
PV-0075,True,350,1259,1.477883753442032,-0.07111587752095987,1.7352317961593913,1.7352317961593913,0.0,0,,1.7460929804411367,1.7650543601520592,0.4462143286053039
PV-0076,True,169,167,0.9468773352459817,0.02876718977851953,2.1746646982578786,2.1746646982578786,0.0,0,,2.4642036562027783,2.4859192438861,0.12409668685407278
PV-0077,True,1677,1207,2.07175753450072,-0.5019892447262817,0.3231528153516979,0.3231528153516979,0.0,0,,0.41886989920909184,0.4514042720121703,1.5
PV-0078,True,627,1800,1.922738904011252,-0.3016530215256964,0.0,0.0,0.9096961480095849,346,-0.6095457358016515,0.014726660989496949,0.043040285265296435,0.7575729172001304
PV-0079,True,103,637,0.7744343484770553,0.25825300800940076,0.0,0.0,1.0,498,-0.5423313168197416,0.0,0.04244717412772706,0.4895795224018239
PV-0080,True,445,1095,0.9637398061907072,0.39429729638541533,0.7193292125392649,0.7185774907829234,0.0,0,,0.7530102156242419,0.8483879761480969,0.7415564568276113
PV-0081,True,1800,1800,5.537246454562623,0.245749220513517,0.061402359961753944,0.0,0.7464788732394365,120,0.03749155861194151,0.075947638825902,0.11572490781049152,1.2676056338028168
PV-0082,True,1800,1800,3.106288550964198,0.08692045042505517,0.0,0.0,1.0,635,-0.5335460543372752,0.005868864362013776,0.015112123688186263,1.1592968759057007
PV-0083,True,1190,1800,3.0825838997506625,0.5068767147347988,0.43362681551282983,0.0,0.5738217021276595,29,0.465157960539527,0.4675982005552956,0.48781133607627686,0.6586217021276597
PV-0084,True,170,1800,1.8384498018180382,-0.27196826342799857,0.0,0.0,0.6444683136412458,205,-0.9433797965464705,0.0,0.035695830655351646,0.563139957035446
PV-0085,True,364,158,0.9291238350436367,0.1497227761824306,0.0,0.0,0.07911191943414357,23,-0.265344823479231,0.06203582113825011,0.10128787022738099,0.4136330288299802
PV-0086,True,324,1240,3.182803552275229,0.3562912323600229,0.0,0.0,1.0,165,-0.00852154383848523,0.008032185146788193,0.060689663999378154,2.6052631578947367
PV-0087,True,1800,82,1.3140775739134871,-0.03894366741804611,0.0,0.0,1.0,82,-0.3417787723615533,0.013742410884437534,0.040291585935670976,0.3653969891304347
PV-0088,True,322,224,0.46355445894374026,-3.0632862495501088,5.701697901357042,5.012099688741619,0.0,0,,5.947296578213211,6.022304138201898,0.3548355705272512
PV-0089,True,1180,204,1.6942074049185276,-0.5970054180282842,0.5666715997586135,0.5606141628673912,0.0,0,,0.624878549175617,0.6694768232248318,2.2444444444444445
PV-0090,True,1800,325,1.7652832815773047,-0.6457887025256335,1.675412459871826,1.674967448398914,0.0,0,,1.8583648751599977,1.9108603074479056,4.178250685177947
PV-0091,True,718,509,2.353036460137595,-0.41626511811156713,0.0,0.0,0.9039628841404261,509,-0.8589008433306722,0.0,0.062355766726843044,0.08707121568800079
PV-0092,True,677,1800,3.151070462150215,-0.8830046910792816,0.7097874283883212,0.0,1.0,108,-1.0209404196581369,0.7114915654093681,0.736158910556161,1.4247632641575325
PV-0093,True,262,1800,2.8032695312580027,-0.3210536803416522,0.0,0.0,1.0,104,-0.4423406262484987,0.09386903064835159,0.13160446103859152,0.68692621421323
PV-0094,True,229,136,0.6230714685064039,-1.2518628109705896,1.2100464149598273,0.5885634798212581,0.0,0,,1.522542293067845,1.5513864479575648,1.1519208715596336
PV-0095,True,90,1800,2.8962346630353393,-0.6478342462877658,0.5939134566524631,0.0,1.0,122,-0.6836532223272546,0.6064804672438552,0.6157619635647438,0.4347150624999997
PV-0096,True,1800,267,2.0532027472414924,-0.35787503254961117,0.2630037392680766,0.0,0.3761265129058987,200,-0.409028003263831,0.27279971810069886,0.3010975660584303,0.03559998425444808
PV-0097,True,1800,1800,1.5060775835908375,0.10623622696682265,0.12567951482864867,0.12567951482864867,0.0,0,,0.3549917422041974,0.3903155372575414,0.950688280754129
PV-0098,True,1800,1800,5.552867102890563,-0.29868804155903955,0.0,0.0,1.0,1800,-0.45381961305866764,0.022755039760372915,0.09239913370963722,0.049996428826512396
PV-0099,True,27,72,0.2502970620626959,-0.3210944600694861,0.21675236438216985,0.21675236438216985,0.0,0,,0.31393315735764116,0.3648771781139746,0.8909664907502826
PV-0100,True,363,1649,1.4279422613353159,-0.4401578530298909,0.6711281740503964,0.6711281740503964,0.0,0,,0.7195327420431396,0.7572263154500306,1.5735718125397045
PV-0101,True,1800,1248,1.7081211413525816,0.19893875895179133,1.0728995097244467,1.0728995097244467,0.0,0,,1.3934216399953228,1.4316887877642739,1.843228561806413
PV-0102,True,1800,523,1.4536848417738495,-0.3989860685981005,0.25674611805442715,0.25674611805442715,0.0,0,,0.30802620508301465,0.4066088551276861,1.4390354749201146
PV-0103,True,1352,1800,4.31837621641756,0.1157842612459528,0.0,0.0,0.7188917137148235,87,-0.008433540334337231,0.012946818246386611,0.052935028540432624,5.373035330848181
PV-0104,True,524,330,0.7429144345056695,0.45765701163988526,0.6307646728433712,0.5958096864814776,0.0,0,,0.8674752116375327,0.9235411529998017,0.4018958302600151
PV-0105,True,1800,184,2.4395894972921974,-0.008198100550194543,0.23964047256675725,0.23964047256675725,0.0,0,,0.26812542465430983,0.274950846709166,1.3334182881837484
PV-0106,True,802,30,1.5431122179756744,1.2571995590476117,1.1693798794339627,0.6701074801653218,0.0,0,,1.2196355049921066,1.2629440567302395,0.22246036963598806
PV-0107,True,466,1384,1.6138687977504467,0.6425863127445876,0.9563218535182644,0.9563218535182644,0.0,0,,0.9638450421256366,1.0017083760538408,0.518628486966218
PV-0108,True,1712,593,2.7154758937253565,0.6260412784102358,0.5526857428163171,0.3167032349604723,0.0,0,,0.6823474073976196,0.6991195094513144,0.14775004280712503
PV-0109,True,1800,526,3.7795638226770993,-0.11895023370224724,0.0,0.0,0.5066990598922564,526,-0.2902181445961289,0.015163541230856578,0.04069477137754949,0.04615337078651681
PV-0110,True,954,69,0.5810999874934858,1.3422819080834072,0.8999733137198821,0.4630399014498181,0.0,0,,1.2213325451900119,1.3646958825275763,0.4663104516129034
PV-0111,True,1800,1800,4.37769993875265,0.17360714773350797,0.0,0.0,0.6350239480497738,136,-0.040660621442848106,0.016325952638887514,0.04325005366235731,1.7034730408356558
PV-0112,True,304,234,1.1211848653139642,-0.303250615057839,0.0,0.0,0.9041289512081134,234,-0.606501230115678,0.01864147184184903,0.10501448039602071,0.21967875744835677
PV-0113,True,1800,1558,1.7328449796317054,-0.1154171332986217,0.5090521724943389,0.5090521724943389,0.0,0,,0.5894928030434631,0.6384116147617808,0.39310776484205107
PV-0114,True,1800,915,2.1568590828066045,0.15848508728497696,0.0,0.0,0.2723214489929621,165,-0.036006988411566854,0.013551365543618276,0.10691100275548047,0.7477194556602363
PV-0115,True,1623,222,1.3577370562549516,-0.03663227704574082,0.0,0.0,0.028490487141817174,54,-0.3564505496630728,0.016776126457389125,0.06606401635014544,0.7394658273507843
PV-0116,True,307,350,0.7698713526934816,0.08132852298107097,0.40518328017875516,0.40518328017875516,0.0,0,,0.3973964214650949,0.4979846755963983,0.7350360097285299
PV-0117,True,1134,1800,3.64102227135488,0.43003856700314813,0.0,0.0,0.8009238453468811,172,-0.014204142723014653,0.020155284040113835,0.09411529287464333,1.9921909435331748
PV-0118,True,134,1800,3.0835744689993247,0.28094310959875496,0.24038381023453803,0.0,0.6820790770651592,16,0.2466207927343449,0.2750629283716246,0.2861424624271914,0.22445271680054
PV-0119,True,573,426,0.9365336470601701,-0.8785482535334236,1.0904240974105681,1.0415563936590195,0.0,0,,1.4670000919459987,1.5126741819994405,0.3165276756756751
PV-0120,True,798,316,1.2822383194168412,-1.1768307631659918,0.7698619243019913,0.0,0.46643588240033595,82,-1.71574969074435,0.730842172714874,0.7790897611520023,1.8661420986100823
PV-0121,True,980,1290,1.182460316271699,0.8795221164623295,0.016859711675448075,0.0,0.6871088845313481,802,0.029152149569541624,0.31160870535072455,0.40701185911509763,1.0916129032258062
PV-0122,True,266,222,0.744562476046517,0.026861412767127557,0.19931168273208624,0.19931168273208624,0.0,0,,0.1948532752375632,0.24189318052492584,0.9231152199918403
PV-0123,True,402,1296,2.9309298924735816,0.5684953448660556,0.0,0.0,0.8204317532158173,255,0.0033702614400180813,0.03355458547441806,0.14942693712590902,2.4530728918532625
PV-0124,True,1800,81,0.8189749269267702,1.0500931978799128,0.685145517342771,0.0,1.0,81,0.685145517342771,0.7374931981365774,0.7885705825723216,0.6458478585035445
PV-0125,True,1800,267,1.818347403829643,0.7369328859698704,0.5473456382249402,0.5473456382249402,0.0,0,,0.6120434935243313,0.6418293083412645,1.5945494495706978
PV-0126,True,350,1295,1.9538324856519895,-0.08450110294123099,0.0,0.0,0.19432780563220925,138,-0.27301492012095246,0.0,0.014917994190803167,0.4462143286053039
PV-0127,True,160,69,0.3238462614585874,2.470307967727773,1.8946623487136416,0.16615050535910147,0.0,0,,1.9510796732480455,2.0286462160781644,0.8553275661583895
PV-0128,True,61,1800,2.169650078759757,0.034945727305179544,0.008310741062129005,0.008310741062129005,0.0,47,-0.06806627550024959,0.013104705542494956,0.06672954792370375,1.3635776198221907
PV-0129,True,1800,422,1.271145401936979,0.5005674402239204,0.0,0.0,0.006117535069885934,10,,0.05075269438220479,0.18664183955967148,2.259030982627789
PV-0130,True,1800,1800,5.00365624148707,0.2597896292759062,0.0,0.0,0.7655784183411621,1751,-0.01040577079782082,0.012347893467416726,0.039586642789285816,0.02602404761904762
PV-0131,True,1800,1525,3.689448606529605,-0.27638750630522374,0.0,0.0,0.9895336170212766,1019,-0.6517139704140519,0.009536433004275759,0.020715788551093028,0.986528723816646
PV-0132,True,892,1065,1.4390240951550481,0.06949153967378527,0.051653061439524604,0.051653061439524604,0.0,5,,0.12594520119250177,0.15123825243401262,3.4143447599999988
PV-0133,True,1620,873,1.6073820229747344,-0.09380532931490307,0.5562577102944657,0.5562577102944657,0.0,0,,0.9124076613679846,0.946701655337994,0.4635154476256747
PV-0134,True,976,949,0.8783211103859578,-5.237264532988039e-05,0.9072018087437956,0.9072018087437956,0.0,0,,0.9203813850261583,0.9638653818884799,1.2046615637265603
PV-0135,True,1724,1800,2.686051359060909,0.45613889543361374,0.04427957030634815,0.04427957030634815,0.0,42,-0.3516792770225581,0.025941500620945582,0.10295534901326439,0.9799939097744359
PV-0136,True,250,832,0.7402388642834452,0.5133478101934594,0.2055836397448706,0.2055836397448706,0.0,0,,0.3628598682273746,0.4303561346018583,1.267314280550736
PV-0137,True,492,569,0.48959300025445485,2.3693149195293155,2.0042251410661818,0.0,0.9974697002370678,569,2.0042251410661818,2.0067696764368894,2.047184344466848,0.831094149916978
PV-0138,True,1370,1397,2.7040652918947066,-0.04437762666444989,1.0726059494193776,1.0726059494193776,0.0,0,,1.095969546883605,1.1365584811711298,2.1999999999999997
PV-0139,True,563,1697,1.3209533483570683,0.9951418811534488,0.8632998858704213,0.4391658499685245,0.0,0,,0.9354289915951327,0.9585029529881561,0.5490654090909092
PV-0140,True,403,1800,1.4713540949585608,-0.21748673626317835,0.0,0.0,0.6614042945609,137,-0.733474018047569,0.0010977914329350505,0.018446119213100697,3.93974155945306
PV-0141,True,1025,210,0.8396803771352896,-0.6020171648224111,0.2285988874181741,0.2285988874181741,0.0,0,,0.41862323255882083,0.47665747968805927,0.9189243822503647
PV-0142,True,1800,1035,2.9650900183946804,0.239592725884465,0.0,0.0,0.7317807805936898,909,-0.006745157777984815,0.007329799262070968,0.03136419612091029,0.7264957264957266
PV-0143,True,108,224,0.5703461235117129,0.14026570305664077,0.4948924668095923,0.4948924668095923,0.0,0,,0.4936065330675394,0.5469601323995805,0.7998778988994871
PV-0144,True,1800,1800,1.6700260487059877,-0.4288495982173072,0.38244505257560946,0.38244505257560946,0.0,0,,0.4128251802917802,0.477594812275938,0.48275862068965525
PV-0145,True,444,1800,3.1801944235240214,0.33107252569586393,0.28061928001218833,0.10566964004283036,0.0,12,0.1495301659805606,0.15436102913844238,0.17140427773755765,0.6547991677239446
PV-0146,True,1800,244,4.745183509431249,-0.07794113742174935,0.012644400344211675,0.0,1.0,244,-0.11570688444582586,0.07523310706220596,0.08205159146428144,0.044463866818009824
PV-0147,True,1800,234,1.925119924963139,-0.2908909687850862,0.15003979557560843,0.15003979557560843,0.0,0,,0.2297072866031914,0.3433427640621304,2.652465301673163
PV-0148,True,204,1010,1.3380006984699873,1.405081478768877,2.1755723219144563,2.1223382244344995,0.0,0,,2.348234975190487,2.391093695458154,0.2603296076550789
PV-0149,True,1688,660,1.932811359718515,-1.025252666296722,0.9833028921543513,0.0,1.0,660,-1.1820255445584313,0.9963270627175909,1.0063676528308638,0.04791848739495803
PV-0150,True,1800,1800,1.489488800295488,0.939919789744149,0.3672175659436979,0.07140651207239722,0.0,0,,0.4521406310997881,0.5586833704506247,0.7923119387755102
PV-0151,True,231,225,1.0448043605593633,0.519074211854982,2.344285768918232,2.318730192018463,0.0,0,,2.8200347942030755,2.8534553358749495,0.22499999999999998
PV-0152,True,1773,1800,1.2366120639416938,0.6745551206585437,0.12465202669029436,0.12465202669029436,0.0,0,,0.18172348635937602,0.26568850429429164,2.572040818181818
PV-0153,True,1016,370,1.0427205659429035,-1.016571490600141,2.4884754620720577,2.429831330458836,0.0,0,,2.743025130734355,2.831563246880147,0.5789473684210527
PV-0154,True,1800,122,2.454068324120055,0.39118715260066084,0.04074866172923536,0.04074866172923536,0.0,18,-0.013137262594984924,0.15011112775358032,0.18015221448136517,0.35294685990338165
PV-0155,True,1512,1800,4.195518229281944,0.12536115236710965,0.0,0.0,1.0,258,-0.014835974151077196,0.012841794280401978,0.047170707458023445,0.928975918439093
PV-0156,True,1800,266,4.8337823899148,-0.3061784500452215,0.2806836391628723,0.10689144821207139,0.0,0,,0.2612336066827365,0.273327204480585,0.022422539264027555
PV-0157,True,383,129,0.859340380315456,2.001535176746383,1.3498725610615139,0.0,0.10731901308485543,104,1.3498725610615139,1.2768947735613707,1.305226445567318,0.7502635714285715
PV-0158,True,93,652,0.5341105703476313,-0.2802163228160565,0.3370088704345344,0.3370088704345344,0.0,0,,0.369917732916956,0.5084247164703518,0.2822261684873738
PV-0159,True,281,1148,1.4891973920697645,-0.2417409551729426,0.0,0.0,1.0,408,-1.0944249625194402,0.0,0.009415779726743439,4.632193279206129
PV-0160,True,189,148,0.7775304643870329,-0.05144492959711114,4.252753127396674,4.252753127396674,0.0,0,,4.533910764694816,4.56296836203313,1.069227469760491
PV-0161,True,36,47,0.2523684205989316,1.4329704926699969,1.2111403663513223,0.8423952582255132,0.0,0,,1.3747692349076717,1.4529240227447469,1.4135885922330118
PV-0162,True,91,1080,1.1495069692486188,-0.10439258152426742,1.9130707849796207,1.9130707849796207,0.0,0,,1.9875503387224294,2.003717544512899,0.5218958333333333
PV-0163,True,115,1800,3.667702890109862,0.36924610323586865,0.323514274615755,0.0,1.0,2,,0.2978590807633413,0.3245377721168347,0.875742908561722
PV-0164,True,478,1800,3.1019592659178943,-0.3692101996900672,0.17383650582543564,0.0,1.0,319,-0.8341904771061851,0.2714159648160969,0.29524827100022627,0.998832684465219
PV-0165,True,1800,1800,6.828367012389776,0.11451273761079521,0.0,0.0,1.0,150,-0.004395838704266536,0.008403750042333182,0.03157422354308455,0.6305290132789585
