probe,value,rows,accept,reject,abstain,relabel_standing_on,relabel_lying_on,binary_accept,binary_reject,majority_label,majority_rate
predicate_x_class_pair,supported by::chair->floor,4,0,0,1,3,0,0,0,relabel_standing_on,0.75
predicate_x_class_pair,supported by::chair->wall,4,0,4,0,0,0,0,4,reject,1.0
predicate_x_class_pair,supported by::curtain->wall,4,0,3,1,0,0,0,3,reject,0.75
predicate_x_class_pair,supported by::cushion->floor,4,1,0,1,0,2,1,0,relabel_lying_on,0.5
predicate_x_class_pair,supported by::door->wall,4,0,4,0,0,0,0,4,reject,1.0
predicate_x_class_pair,supported by::doorframe->wall,4,0,4,0,0,0,0,4,reject,1.0
predicate_x_class_pair,supported by::floor->wall,4,0,4,0,0,0,0,4,reject,1.0
predicate_x_class_pair,supported by::lamp->wall,4,0,2,2,0,0,0,2,reject,0.5
predicate_x_class_pair,supported by::picture->picture,4,0,2,2,0,0,0,2,abstain,0.5
predicate_x_class_pair,supported by::pillow->floor,4,0,0,3,0,1,0,0,abstain,0.75
predicate_x_class_pair,supported by::pillow->pillow,4,0,1,3,0,0,0,1,abstain,0.75
predicate_x_class_pair,supported by::pillow->wall,4,0,4,0,0,0,0,4,reject,1.0
predicate_x_class_pair,supported by::plant->floor,4,0,1,3,0,0,0,1,abstain,0.75
predicate_x_class_pair,supported by::plant->wall,4,0,3,1,0,0,0,3,reject,0.75
predicate_x_class_pair,supported by::shelf->wall,4,0,3,1,0,0,0,3,reject,0.75
predicate_x_class_pair,supported by::sink->floor,4,1,1,0,1,1,1,1,reject,0.25
predicate_x_class_pair,supported by::sink->wall,4,0,2,2,0,0,0,2,reject,0.5
predicate_x_class_pair,supported by::wall->curtain,4,0,4,0,0,0,0,4,reject,1.0
predicate_x_class_pair,supported by::wall->door,4,0,4,0,0,0,0,4,reject,1.0
predicate_x_class_pair,supported by::wall->floor,4,0,0,1,3,0,0,0,relabel_standing_on,0.75
predicate_x_class_pair,supported by::wall->shelf,4,0,3,1,0,0,0,3,reject,0.75
predicate_x_class_pair,supported by::wall->wall,4,0,4,0,0,0,0,4,reject,1.0
source_id,open3dsg_recovery_relaxed_views_min2,241,18,177,40,2,3,18,177,reject,0.73444
source_id,vlsat_full_validation,239,17,170,45,6,1,17,170,reject,0.711297
source_score_bin,score_000_005,225,11,166,41,6,1,11,166,reject,0.737778
source_score_bin,score_025_050,140,1,109,24,2,3,1,109,reject,0.778571
source_score_bin,score_050_075,106,17,70,19,0,0,17,70,reject,0.660377
source_score_bin,score_075_100,6,6,0,0,0,0,6,0,accept,1.0
source_score_bin,score_005_025,3,0,2,1,0,0,0,2,reject,0.666667
token_tier,medium_or_ambiguous,147,5,118,19,3,1,5,118,reject,0.802721
token_tier,low_all_evidence,142,4,119,13,3,3,4,119,reject,0.838028
token_tier,strong_matched_evidence,69,11,39,19,0,0,11,39,reject,0.565217
token_tier,high_but_control_unstable,67,7,40,19,1,0,7,40,reject,0.597015
token_tier,high_signal_needs_review,55,8,31,15,1,0,8,31,reject,0.563636
queue_role,pose_medium_evidence_gap_candidate,134,5,115,13,0,0,5,115,reject,0.858209
queue_role,pose_low_evidence_negative_candidate,130,3,117,10,0,0,3,117,reject,0.9
queue_role,pose_matched_anchor_candidate,50,10,25,15,0,0,10,25,reject,0.5
queue_role,superordinate_support_control_unstable,45,0,29,9,4,3,0,29,reject,0.644444
queue_role,superordinate_support_positive_anchor_candidate,41,1,28,11,1,0,1,28,reject,0.682927
queue_role,pose_control_unstable_hard_negative,37,7,15,15,0,0,7,15,abstain,0.405405
queue_role,pose_high_signal_review_candidate,33,8,17,8,0,0,8,17,reject,0.515152
queue_role,superordinate_support_decomposition_probe,10,1,1,4,3,1,1,1,abstain,0.4
endpoint_id,095821f7-e2c2-2de1-9568-b9ce59920e29::10::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,095821f9-e2c2-2de1-9707-8f735cd1c148::10::1,1,0,0,0,0,1,0,0,relabel_lying_on,1.0
endpoint_id,095821f9-e2c2-2de1-9707-8f735cd1c148::8::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,095821fb-e2c2-2de1-94df-20f2cb423bcb::8::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,0988ea72-eb32-2e61-8344-99e2283c2728::13::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,0988ea72-eb32-2e61-8344-99e2283c2728::24::47,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,0988ea72-eb32-2e61-8344-99e2283c2728::31::47,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0988ea72-eb32-2e61-8344-99e2283c2728::47::24,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7532-8d6f-2d13-8cea-1e70d5ae4856::13::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7582-8d6f-2d13-8d4b-e4041cb166c4::14::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7582-8d6f-2d13-8d4b-e4041cb166c4::61::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7584-8d6f-2d13-8df8-c05e4307b418::16::11,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7584-8d6f-2d13-8df8-c05e4307b418::38::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75b7-8d6f-2d13-8cb2-0b4e06913140::11::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75b7-8d6f-2d13-8cb2-0b4e06913140::21::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75b7-8d6f-2d13-8cb2-0b4e06913140::3::35,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,0cac75b7-8d6f-2d13-8cb2-0b4e06913140::53::51,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,0cac75b7-8d6f-2d13-8cb2-0b4e06913140::55::54,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,0cac75dc-8d6f-2d13-8d08-9c497bd6acdc::14::4,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,0cac75dc-8d6f-2d13-8d08-9c497bd6acdc::32::31,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75dc-8d6f-2d13-8d08-9c497bd6acdc::4::5,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75dc-8d6f-2d13-8d08-9c497bd6acdc::50::52,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75dc-8d6f-2d13-8d08-9c497bd6acdc::5::22,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75de-8d6f-2d13-8e1a-b574569c3885::1::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75de-8d6f-2d13-8e1a-b574569c3885::3::17,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75de-8d6f-2d13-8e1a-b574569c3885::49::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,0cac75e8-8d6f-2d13-8fc4-acdbf00437c8::22::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,0cac75e8-8d6f-2d13-8fc4-acdbf00437c8::22::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75ea-8d6f-2d13-8e50-c5faf0159e32::16::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75ea-8d6f-2d13-8e50-c5faf0159e32::4::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac75ea-8d6f-2d13-8e50-c5faf0159e32::6::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7619-8d6f-2d13-8f36-ac562ec9a4de::7::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac761b-8d6f-2d13-8f16-23a7d73c54fe::1::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac761b-8d6f-2d13-8f16-23a7d73c54fe::2::9,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac761b-8d6f-2d13-8f16-23a7d73c54fe::3::6,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7676-8d6f-2d13-8f3a-d7bf7f03e721::100::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7676-8d6f-2d13-8f3a-d7bf7f03e721::15::20,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7676-8d6f-2d13-8f3a-d7bf7f03e721::19::13,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,0cac7676-8d6f-2d13-8f3a-d7bf7f03e721::37::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,10b1792a-3938-2467-8b4e-a93da27a0985::13::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1792a-3938-2467-8b4e-a93da27a0985::15::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1792a-3938-2467-8b4e-a93da27a0985::32::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,10b1792a-3938-2467-8b4e-a93da27a0985::37::36,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1792a-3938-2467-8b4e-a93da27a0985::37::38,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1792a-3938-2467-8b4e-a93da27a0985::38::36,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1792a-3938-2467-8b4e-a93da27a0985::44::9,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,10b1792a-3938-2467-8b4e-a93da27a0985::47::48,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1792e-3938-2467-8bb3-172148ae5a67::1::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1793e-3938-2467-8b92-f56541e7ef9e::5::7,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1793e-3938-2467-8b92-f56541e7ef9e::7::14,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b17944-3938-2467-8bac-5552375e4467::11::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b17944-3938-2467-8bac-5552375e4467::5::8,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1794e-3938-2467-89a7-ebc89e84cf88::11::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,10b1794e-3938-2467-89a7-ebc89e84cf88::1::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b1794e-3938-2467-89a7-ebc89e84cf88::31::7,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,10b17957-3938-2467-88a5-9e9254930dad::26::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,10b17957-3938-2467-88a5-9e9254930dad::42::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b17957-3938-2467-88a5-9e9254930dad::43::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b17957-3938-2467-88a5-9e9254930dad::45::44,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,10b17957-3938-2467-88a5-9e9254930dad::55::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b17957-3938-2467-88a5-9e9254930dad::60::5,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b17957-3938-2467-88a5-9e9254930dad::7::60,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b17963-3938-2467-8a48-0d4af350ce92::10::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,10b17963-3938-2467-8a48-0d4af350ce92::23::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,137a8158-1db5-2cc0-8003-31c12610471e::15::26,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,137a8158-1db5-2cc0-8003-31c12610471e::17::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,137a8158-1db5-2cc0-8003-31c12610471e::22::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,137a8158-1db5-2cc0-8003-31c12610471e::23::24,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,137a8158-1db5-2cc0-8003-31c12610471e::3::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,137a8158-1db5-2cc0-8003-31c12610471e::4::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d233fe6-e280-2b1a-8caf-eb0d13a59ad6::16::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d233fe6-e280-2b1a-8caf-eb0d13a59ad6::18::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d233fe6-e280-2b1a-8caf-eb0d13a59ad6::18::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d233fe6-e280-2b1a-8caf-eb0d13a59ad6::3::5,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d233fe8-e280-2b1a-8fac-c3646a1cd64a::16::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d233fe8-e280-2b1a-8fac-c3646a1cd64a::18::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d233fe8-e280-2b1a-8fac-c3646a1cd64a::18::6,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d233fe8-e280-2b1a-8fac-c3646a1cd64a::26::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d233fe8-e280-2b1a-8fac-c3646a1cd64a::3::19,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,1d234022-e280-2b1a-8cec-e9787bb0d7b2::10::9,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234022-e280-2b1a-8cec-e9787bb0d7b2::13::10,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234022-e280-2b1a-8cec-e9787bb0d7b2::26::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234022-e280-2b1a-8cec-e9787bb0d7b2::26::5,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234022-e280-2b1a-8cec-e9787bb0d7b2::32::16,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234024-e280-2b1a-8c28-2743fefed020::11::9,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234024-e280-2b1a-8c28-2743fefed020::13::1,1,0,0,0,1,0,0,0,relabel_standing_on,1.0
endpoint_id,1d234024-e280-2b1a-8c28-2743fefed020::15::9,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234024-e280-2b1a-8c28-2743fefed020::26::5,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,1d234024-e280-2b1a-8c28-2743fefed020::2::8,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234024-e280-2b1a-8c28-2743fefed020::32::15,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234024-e280-2b1a-8c28-2743fefed020::9::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234026-e280-2b1a-8fe1-713e28269f4d::13::1,1,0,0,0,1,0,0,0,relabel_standing_on,1.0
endpoint_id,1d234026-e280-2b1a-8fe1-713e28269f4d::15::12,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234026-e280-2b1a-8fe1-713e28269f4d::17::16,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,1d234026-e280-2b1a-8fe1-713e28269f4d::26::5,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,1d234026-e280-2b1a-8fe1-713e28269f4d::32::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234026-e280-2b1a-8fe1-713e28269f4d::3::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,1d234026-e280-2b1a-8fe1-713e28269f4d::3::5,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,20c993b3-698f-29c5-859c-dca8ddecf220::7::6,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,20c993b7-698f-29c5-847d-c8cb8a685f5a::11::6,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,20c993b7-698f-29c5-847d-c8cb8a685f5a::17::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,20c993b7-698f-29c5-847d-c8cb8a685f5a::6::11,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,20c993bd-698f-29c5-8494-5556ba7d3fe9::130::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,20c993bf-698f-29c5-8549-a69fd169c1e1::130::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,20c993bf-698f-29c5-8549-a69fd169c1e1::130::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,2451c048-fae8-24f6-9043-f1604dbada2c::100::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,2451c048-fae8-24f6-9043-f1604dbada2c::21::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,2451c048-fae8-24f6-9043-f1604dbada2c::55::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,2451c048-fae8-24f6-9043-f1604dbada2c::56::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,280d8ebb-6cc6-2788-9153-98959a2da801::12::4,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,280d8ebb-6cc6-2788-9153-98959a2da801::16::14,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,280d8ebb-6cc6-2788-9153-98959a2da801::16::33,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,280d8ebb-6cc6-2788-9153-98959a2da801::46::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,280d8ebb-6cc6-2788-9153-98959a2da801::48::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,2e369567-e133-204c-909a-c5da44bb58df::10::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,321c867e-a5a8-2a84-851a-818df115be05::22::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,321c867e-a5a8-2a84-851a-818df115be05::3::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,321c867e-a5a8-2a84-851a-818df115be05::6::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,321c867e-a5a8-2a84-851a-818df115be05::6::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,321c8680-a5a8-2a84-85c2-816a26d59516::22::4,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,321c8680-a5a8-2a84-85c2-816a26d59516::6::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,321c8680-a5a8-2a84-85c2-816a26d59516::6::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::10::27,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::11::24,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::13::26,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::1::18,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::29::20,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::36::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::36::18,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::47::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::53::12,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca1-86d7-27b8-8619-ab66f67d9adf::6::9,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca3-86d7-27b8-85a7-7d840ffdec6a::12::14,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca3-86d7-27b8-85a7-7d840ffdec6a::18::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,38770ca3-86d7-27b8-85a7-7d840ffdec6a::24::11,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca3-86d7-27b8-85a7-7d840ffdec6a::37::21,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca3-86d7-27b8-85a7-7d840ffdec6a::47::1,1,0,0,0,1,0,0,0,relabel_standing_on,1.0
endpoint_id,38770ca3-86d7-27b8-85a7-7d840ffdec6a::47::10,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca3-86d7-27b8-85a7-7d840ffdec6a::6::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca3-86d7-27b8-85a7-7d840ffdec6a::84::10,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca5-86d7-27b8-871c-57fdbfe87905::11::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,38770ca5-86d7-27b8-871c-57fdbfe87905::21::42,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca5-86d7-27b8-871c-57fdbfe87905::27::24,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca5-86d7-27b8-871c-57fdbfe87905::30::14,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca5-86d7-27b8-871c-57fdbfe87905::5::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,38770ca5-86d7-27b8-871c-57fdbfe87905::84::14,1,0,1,0,0,0,0,1,reject,1.0
