candidate_id,route_family,predicate_label,scan_id,subject_id,object_id,scan_exists,multi_view_exists,multi_view_file_count,mesh_file_count,subject_jpg_count,object_jpg_count,subject_crop_jpg_count,object_crop_jpg_count,raw_geometry_available,asset_observability_label,asset_observability_label_source
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->3::relative_horizontal::9::behind::2,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,2,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->3::relative_horizontal::9::front::0,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,2,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->3::relative_horizontal::9::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,2,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->4::relative_horizontal::10::behind::0,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,2,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->4::relative_horizontal::10::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,2,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->4::relative_horizontal::10::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,2,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->4::relative_horizontal::12::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,2,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->4::relative_horizontal::12::left::0,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,2,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->4::relative_horizontal::12::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,2,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->7::relative_horizontal::13::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,2,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->7::relative_horizontal::13::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,2,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->7::relative_horizontal::13::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,2,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::2->7::relative_horizontal::13::right::0,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,2,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->1::support_contact::1::lying_on::1,support_contact,lying on,095821f7-e2c2-2de1-9568-b9ce59920e29,3,1,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->1::support_contact::1::standing_on::0,support_contact,standing on,095821f7-e2c2-2de1-9568-b9ce59920e29,3,1,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->2::relative_horizontal::14::behind::0,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,3,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->2::relative_horizontal::14::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,3,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->2::relative_horizontal::14::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,3,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->2::relative_horizontal::16::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,3,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->2::relative_horizontal::16::left::0,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,3,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->2::relative_horizontal::16::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,3,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->4::relative_horizontal::17::behind::0,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,3,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->4::relative_horizontal::17::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,3,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->4::relative_horizontal::17::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,3,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->4::relative_horizontal::18::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,3,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->4::relative_horizontal::18::left::0,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,3,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->4::relative_horizontal::18::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,3,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->6::relative_horizontal::19::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,3,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->6::relative_horizontal::19::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,3,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->6::relative_horizontal::19::left::0,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,3,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->6::relative_horizontal::19::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,3,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->7::relative_horizontal::20::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,3,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->7::relative_horizontal::20::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,3,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->7::relative_horizontal::20::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,3,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::3->7::relative_horizontal::20::right::0,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,3,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->1::support_contact::2::lying_on::1,support_contact,lying on,095821f7-e2c2-2de1-9568-b9ce59920e29,4,1,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->1::support_contact::2::standing_on::0,support_contact,standing on,095821f7-e2c2-2de1-9568-b9ce59920e29,4,1,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->2::relative_horizontal::21::behind::2,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,4,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->2::relative_horizontal::21::front::0,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,4,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->2::relative_horizontal::21::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,4,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->2::relative_horizontal::22::behind::2,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,4,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->2::relative_horizontal::22::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,4,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->2::relative_horizontal::22::right::0,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,4,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->3::relative_horizontal::24::behind::2,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,4,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->3::relative_horizontal::24::front::0,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,4,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->3::relative_horizontal::24::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,4,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->3::relative_horizontal::25::behind::2,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,4,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->3::relative_horizontal::25::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,4,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->3::relative_horizontal::25::right::0,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,4,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->6::relative_horizontal::26::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,4,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->6::relative_horizontal::26::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,4,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->6::relative_horizontal::26::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,4,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::4->6::relative_horizontal::26::right::0,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,4,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->1::support_contact::3::lying_on::1,support_contact,lying on,095821f7-e2c2-2de1-9568-b9ce59920e29,6,1,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->1::support_contact::3::standing_on::0,support_contact,standing on,095821f7-e2c2-2de1-9568-b9ce59920e29,6,1,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->3::relative_horizontal::27::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,6,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->3::relative_horizontal::27::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,6,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->3::relative_horizontal::27::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,6,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->3::relative_horizontal::27::right::0,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,6,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->4::relative_horizontal::28::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,6,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->4::relative_horizontal::28::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,6,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->4::relative_horizontal::28::left::0,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,6,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->4::relative_horizontal::28::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,6,4,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->7::relative_horizontal::29::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,6,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->7::relative_horizontal::29::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,6,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->7::relative_horizontal::29::left::1,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,6,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::6->7::relative_horizontal::29::right::0,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,6,7,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->1::support_contact::4::lying_on::1,support_contact,lying on,095821f7-e2c2-2de1-9568-b9ce59920e29,7,1,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->1::support_contact::4::standing_on::0,support_contact,standing on,095821f7-e2c2-2de1-9568-b9ce59920e29,7,1,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->2::relative_horizontal::30::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,7,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->2::relative_horizontal::30::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,7,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->2::relative_horizontal::30::left::0,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,7,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->2::relative_horizontal::30::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,7,2,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->3::relative_horizontal::31::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,7,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->3::relative_horizontal::31::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,7,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->3::relative_horizontal::31::left::0,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,7,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->3::relative_horizontal::31::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,7,3,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->6::relative_horizontal::32::behind::3,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,7,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->6::relative_horizontal::32::front::2,relative_horizontal,front,095821f7-e2c2-2de1-9568-b9ce59920e29,7,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->6::relative_horizontal::32::left::0,relative_horizontal,left,095821f7-e2c2-2de1-9568-b9ce59920e29,7,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::7->6::relative_horizontal::32::right::1,relative_horizontal,right,095821f7-e2c2-2de1-9568-b9ce59920e29,7,6,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
official_validation::095821f7-e2c2-2de1-9568-b9ce59920e29::8->10::relative_horizontal::33::behind::0,relative_horizontal,behind,095821f7-e2c2-2de1-9568-b9ce59920e29,8,10,True,True,109,3,10,10,5,5,True,observable,codex_visual_mesh_file_audit_from_3rscan_multiview_and_scan_assets
